DATA_BASE;FAIXA_DESENROLA;UNIDADE_FEDERACAO;COD_CONGLOMERADO_FINANCEIRO;NOME_CONGLOMERADO_FINANCEIRO;NUMERO_OPERACOES;VOLUME_OPERACOES
202401;2;RN;52072;C6 BANK;1;229,05
202401;2;RN;51626;CAIXA ECONÔMICA FEDERAL;47;57174,05
202401;2;RN;30379;SANTANDER;5;12656,20
202401;2;RN;51011;VOTORANTIM;49;272344,24
202401;2;RO;49906;BB;7;139518,83
202401;2;RO;17351180;BCO TRIANGULO S.A.;22;18174,42
202401;2;RO;10045;BRADESCO;3;40962,59
202401;2;RO;49944;BTG PACTUAL;3;2120,79
202401;2;RO;51626;CAIXA ECONÔMICA FEDERAL;37;19032,29
202401;2;RO;30379;SANTANDER;5;12723,49
202401;2;RO;51011;VOTORANTIM;22;112578,72
202401;2;RR;49906;BB;4;12646,57
202401;2;RR;17351180;BCO TRIANGULO S.A.;3;2294,69
202401;2;RR;49944;BTG PACTUAL;2;3876,10
202401;2;RR;52072;C6 BANK;1;243,95
202401;2;RR;51626;CAIXA ECONÔMICA FEDERAL;9;3972,02
202401;2;RR;30379;SANTANDER;3;21209,79
202401;2;RR;51011;VOTORANTIM;5;25477,42
202401;2;RS;49906;BB;21;115383,03
202401;2;RS;17351180;BCO TRIANGULO S.A.;110;127491,51
202401;2;RS;10045;BRADESCO;19;290068,21
202401;2;RS;49944;BTG PACTUAL;6;9897,70
202401;2;RS;52072;C6 BANK;2;410,09
202401;2;RS;51626;CAIXA ECONÔMICA FEDERAL;243;299066,94
202401;2;RS;30379;SANTANDER;39;124531,25
202401;2;RS;51011;VOTORANTIM;165;830607,60
202401;2;SC;49906;BB;30;382258,25
202401;2;SC;17351180;BCO TRIANGULO S.A.;104;81554,05
202401;2;SC;10045;BRADESCO;29;330174,54
202401;2;SC;49944;BTG PACTUAL;5;12304,28
202401;2;SC;52072;C6 BANK;2;388,91
202401;2;SC;51626;CAIXA ECONÔMICA FEDERAL;134;188167,84
202401;2;SC;30379;SANTANDER;25;248209,46
202401;2;SC;51011;VOTORANTIM;157;783897,38
202401;2;SE;49906;BB;2;44632,69
202401;2;SE;13009717;BCO DO EST. DE SE S.A.;3;19543,24
202401;2;SE;17351180;BCO TRIANGULO S.A.;6;4381,84
202401;2;SE;10045;BRADESCO;3;45748,17
202401;2;SE;49944;BTG PACTUAL;1;3314,68
202401;2;SE;52072;C6 BANK;2;404,10
202401;2;SE;51626;CAIXA ECONÔMICA FEDERAL;34;36316,63
202401;2;SE;30379;SANTANDER;11;52604,11
202401;2;SE;51011;VOTORANTIM;19;113930,40
202401;2;SP;49906;BB;132;962402,28
202401;2;SP;17351180;BCO TRIANGULO S.A.;375;419687,26
202401;2;SP;10045;BRADESCO;288;6522650,44
202401;2;SP;49944;BTG PACTUAL;72;221521,50
202401;2;SP;52072;C6 BANK;41;9428,37
202401;2;SP;51626;CAIXA ECONÔMICA FEDERAL;639;656531,90
202401;2;SP;10069;ITAU;1;152,63
202401;2;SP;30379;SANTANDER;286;2235533,34
202401;2;SP;51011;VOTORANTIM;1043;4860585,45
202401;2;TO;49906;BB;8;119747,87
202401;2;TO;17351180;BCO TRIANGULO S.A.;2;2655,02
202401;2;TO;10045;BRADESCO;4;45312,36
202401;2;TO;51626;CAIXA ECONÔMICA FEDERAL;24;22830,92
202401;2;TO;51011;VOTORANTIM;17;216985,85
